project,system,basis,00,02a,02b,03,03_no_fci,04
g2_largebasis_rhf,CH2,av6z,761,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2,avqz,197,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2,pvqz,51,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2,pvtz,19,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2O,av5z,470,97.37,253.45,N/A,N/A,N/A
g2_largebasis_rhf,CH2O,av6z,2073,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2O,avdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2O,avqz,878,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2O,avtz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2O,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2O,pvqz,215,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2O,pvtz,56,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2_singlet,av5z,86,34.99,27.09,N/A,N/A,N/A
g2_largebasis_rhf,CH2_singlet,av6z,401,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2_singlet,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2_singlet,avqz,187,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2_singlet,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2_singlet,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2_singlet,pvqz,49,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH2_singlet,pvtz,19,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3,av5z,248,45.32,35.66,N/A,N/A,N/A
g2_largebasis_rhf,CH3,av6z,1612,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3,avqz,510,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3,avtz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3,pvqz,138,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3,pvtz,63,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3Cl,av5z,590,124.61,217.31,N/A,N/A,N/A
g2_largebasis_rhf,CH3Cl,av6z,3870,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3Cl,avdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3Cl,avqz,102,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3Cl,avtz,14,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3Cl,pvdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3Cl,pvqz,566,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH3Cl,pvtz,203,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4,av5z,446,55.93,49.87,N/A,N/A,N/A
g2_largebasis_rhf,CH4,av6z,3097,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4,avqz,1730,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4,avtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4,pvqz,471,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4,pvtz,236,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4O,av5z,950,128.30,1589.93,N/A,N/A,N/A
g2_largebasis_rhf,CH4O,av6z,6263,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4O,avdz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4O,avqz,5214,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4O,avtz,14,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4O,pvdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4O,pvqz,1312,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4O,pvtz,450,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4S,av5z,1466,131.81,193.01,N/A,N/A,N/A
g2_largebasis_rhf,CH4S,av6z,9489,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4S,avdz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4S,avqz,5193,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4S,avtz,15,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4S,pvdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4S,pvqz,1037,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CH4S,pvtz,412,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CHO,av5z,293,82.20,216.08,N/A,N/A,N/A
g2_largebasis_rhf,CHO,av6z,1655,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CHO,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CHO,avqz,404,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CHO,avtz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CHO,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CHO,pvqz,98,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CHO,pvtz,22,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CN,av5z,92,56.66,99.74,N/A,N/A,N/A
g2_largebasis_rhf,CN,av6z,474,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CN,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CN,avqz,134,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CN,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CN,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CN,pvqz,33,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CN,pvtz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CNH,av5z,135,77.77,159.49,N/A,N/A,N/A
g2_largebasis_rhf,CNH,av6z,786,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CNH,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CNH,avqz,362,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CNH,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CNH,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CNH,pvqz,86,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CNH,pvtz,19,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO,av5z,65,61.86,145.60,N/A,N/A,N/A
g2_largebasis_rhf,CO,av6z,249,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO,avqz,127,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO,pvqz,37,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO,pvtz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO2,av5z,226,118.70,440.51,N/A,N/A,N/A
g2_largebasis_rhf,CO2,av6z,1280,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO2,avdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO2,avqz,575,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO2,avtz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO2,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO2,pvqz,126,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CO2,pvtz,17,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CS,av5z,72,65.14,80.36,N/A,N/A,N/A
g2_largebasis_rhf,CS,av6z,390,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CS,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CS,avqz,130,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CS,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CS,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CS,pvqz,22,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,CS,pvtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl,av5z,6,31.61,26.57,N/A,N/A,N/A
g2_largebasis_rhf,Cl,av6z,21,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl,avqz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl,pvdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl,pvqz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl,pvtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl2,av5z,44,86.93,129.10,N/A,N/A,N/A
g2_largebasis_rhf,Cl2,av6z,341,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl2,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl2,avqz,10,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl2,avtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl2,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl2,pvqz,19,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Cl2,pvtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F,av5z,6,28.78,49.78,N/A,N/A,N/A
g2_largebasis_rhf,F,av6z,29,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F,avqz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F,avtz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F,pvdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F,pvqz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F,pvtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F2,av5z,124,78.65,1034.20,N/A,N/A,N/A
g2_largebasis_rhf,F2,av6z,244,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F2,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F2,avqz,49,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F2,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F2,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F2,pvqz,27,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,F2,pvtz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,FCl,av5z,67,89.40,260.06,N/A,N/A,N/A
g2_largebasis_rhf,FCl,av6z,365,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,FCl,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,FCl,avqz,11,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,FCl,avtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,FCl,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,FCl,pvqz,21,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,FCl,pvtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O,av5z,62,50.71,99.85,N/A,N/A,N/A
g2_largebasis_rhf,H2O,av6z,402,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O,avqz,187,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O,pvqz,50,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O,pvtz,20,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O2,av5z,414,103.31,1485.63,N/A,N/A,N/A
g2_largebasis_rhf,H2O2,av6z,2590,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O2,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O2,avqz,1429,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O2,avtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O2,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O2,pvqz,339,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2O2,pvtz,94,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2S,av5z,69,52.99,38.58,N/A,N/A,N/A
g2_largebasis_rhf,H2S,av6z,404,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2S,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2S,avqz,187,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2S,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2S,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2S,pvqz,33,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,H2S,pvtz,16,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HCl,av5z,18,48.21,49.11,N/A,N/A,N/A
g2_largebasis_rhf,HCl,av6z,111,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HCl,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HCl,avqz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HCl,avtz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HCl,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HCl,pvqz,10,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HCl,pvtz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HF,av5z,26,46.64,110.77,N/A,N/A,N/A
g2_largebasis_rhf,HF,av6z,161,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HF,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HF,avqz,50,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HF,avtz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HF,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HF,pvqz,15,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HF,pvtz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HO,av5z,41,38.22,64.65,N/A,N/A,N/A
g2_largebasis_rhf,HO,av6z,172,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HO,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HO,avqz,55,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HO,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HO,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HO,pvqz,17,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HO,pvtz,10,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HOCl,av5z,144,106.11,304.97,N/A,N/A,N/A
g2_largebasis_rhf,HOCl,av6z,876,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HOCl,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HOCl,avqz,30,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HOCl,avtz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HOCl,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HOCl,pvqz,66,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,HOCl,pvtz,18,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li,av5z,20,1.77,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li,avdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li,avqz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li,avtz,8,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li,pvdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li,pvqz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li,pvtz,15,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li2,av5z,16,97.78,14.13,N/A,N/A,N/A
g2_largebasis_rhf,Li2,av6z,N/A,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li2,avdz,3,82.07,9.34,N/A,N/A,N/A
g2_largebasis_rhf,Li2,avqz,115,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li2,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li2,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li2,pvqz,17,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Li2,pvtz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiF,av5z,30,268.12,675.13,N/A,N/A,N/A
g2_largebasis_rhf,LiF,av6z,N/A,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiF,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiF,avqz,127,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiF,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiF,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiF,pvqz,26,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiF,pvtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiH,av5z,13,25.78,4.48,N/A,N/A,N/A
g2_largebasis_rhf,LiH,av6z,N/A,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiH,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiH,avqz,52,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiH,avtz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiH,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiH,pvqz,14,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,LiH,pvtz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N,av5z,7,21.55,14.78,N/A,N/A,N/A
g2_largebasis_rhf,N,av6z,35,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N,avdz,31,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N,avqz,10,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N,avtz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N,pvdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N,pvqz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N,pvtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2,av5z,42,59.10,113.28,N/A,N/A,N/A
g2_largebasis_rhf,N2,av6z,324,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2,avqz,115,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2,avtz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2,pvqz,26,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2,pvtz,10,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2H4,av5z,1048,127.07,279.04,N/A,N/A,N/A
g2_largebasis_rhf,N2H4,av6z,6851,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2H4,avdz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2H4,avqz,5101,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2H4,avtz,15,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2H4,pvdz,8,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2H4,pvqz,1335,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,N2H4,pvtz,483,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH,av5z,29,34.75,34.31,N/A,N/A,N/A
g2_largebasis_rhf,NH,av6z,241,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH,avqz,50,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH,avtz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH,pvdz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH,pvqz,16,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH,pvtz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH2,av5z,107,44.26,51.95,N/A,N/A,N/A
g2_largebasis_rhf,NH2,av6z,659,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH2,avdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH2,avqz,192,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH2,avtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH2,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH2,pvqz,60,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH2,pvtz,20,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH3,av5z,165,56.21,74.98,N/A,N/A,N/A
g2_largebasis_rhf,NH3,av6z,1598,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH3,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH3,avqz,809,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH3,avtz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH3,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH3,pvqz,229,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NH3,pvtz,100,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NO,av5z,112,68.37,206.89,N/A,N/A,N/A
g2_largebasis_rhf,NO,av6z,814,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NO,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NO,avqz,153,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NO,avtz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NO,pvdz,2,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NO,pvqz,37,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NO,pvtz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na,av5z,34,34.56,79.95,N/A,N/A,N/A
g2_largebasis_rhf,Na,avdz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na,avqz,15,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na,avtz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na,pvdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na,pvqz,33,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na,pvtz,6,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na2,av5z,330,109.03,455.84,N/A,N/A,N/A
g2_largebasis_rhf,Na2,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na2,avqz,158,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na2,avtz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na2,pvdz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na2,pvqz,452,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,Na2,pvtz,51,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NaCl,av5z,424,948.02,1508.2765,N/A,N/A,N/A
g2_largebasis_rhf,NaCl,avdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NaCl,avqz,23,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NaCl,avtz,7,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NaCl,pvdz,5,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NaCl,pvqz,110,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,NaCl,pvtz,18,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O,av5z,7,24.03,28.06,N/A,N/A,N/A
g2_largebasis_rhf,O,av6z,24,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O,avdz,31,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O,avqz,8,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O,avtz,1,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O,pvdz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O,pvqz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O,pvtz,3,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2,av5z,2268,65.22,701.66,N/A,N/A,N/A
g2_largebasis_rhf,O2,av6z,486,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2,avdz,4,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2,avqz,112,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2,avtz,13,N/A,N/A,N/A,N/A,N/A
g2_largebasis_rhf,O2,pvdz,2,N/A,N/A,N/A,N/A,N/A
