project,system,basis,00,02a,02b,03,03_no_fci,04
g2_qz_jastrow,Li,avdz,5,N/A,0.59,N/A,N/A,N/A
g2_qz_jastrow,Li,avqz,11,5.57,0.59,58,57.79,30.11
g2_qz_jastrow,Li,avtz,4,N/A,0.59,N/A,N/A,N/A
g2_qz_jastrow,Li2,avdz,4,N/A,34.33,84,81.44,12.90
g2_qz_jastrow,Li2,avqz,95,138.04,34.33,690,305.00,30.61
g2_qz_jastrow,Li2,avtz,15,N/A,34.33,155,112.00,16.20
g2_qz_jastrow,LiF,avdz,4,N/A,166.80,219,213.83,16.77
g2_qz_jastrow,LiF,avqz,116,60.35,166.80,1059,639.00,130.31
g2_qz_jastrow,LiF,avtz,16,N/A,166.80,431,344.00,30.57
g2_qz_jastrow,LiH,avdz,5,N/A,1.66,75,73.72,12.52
g2_qz_jastrow,LiH,avqz,57,28.13,1.66,283,120.00,38.78
g2_qz_jastrow,LiH,avtz,7,N/A,1.66,119,89.80,16.04
g2_qz_jastrow,N,avdz,2,N/A,8.79,37,35.85,23.87
g2_qz_jastrow,N,avqz,11,20.25,8.79,174,96.00,27.70
g2_qz_jastrow,N,avtz,5,N/A,8.79,77,51.80,24.53
g2_qz_jastrow,N2,avdz,2,N/A,67.68,156,148.80,14.19
g2_qz_jastrow,N2,avqz,127,45.19,67.68,1027,594.00,47.16
g2_qz_jastrow,N2,avtz,18,N/A,67.68,385,297.00,23.57
g2_qz_jastrow,N2H4,avdz,19,N/A,160.48,685,628.60,25.68
g2_qz_jastrow,N2H4,avqz,5943,91.85,160.48,24569,14909.00,408.86
g2_qz_jastrow,N2H4,avtz,544,N/A,160.48,4125,2588.00,194.80
g2_qz_jastrow,NH,avdz,1,N/A,19.88,63,58.02,24.14
g2_qz_jastrow,NH,avqz,58,43.99,19.88,1108,429.00,51.22
g2_qz_jastrow,NH,avtz,9,N/A,19.88,224,101.00,30.47
g2_qz_jastrow,NH2,avdz,2,N/A,28.92,111,97.40,26.72
g2_qz_jastrow,NH2,avqz,218,40.42,28.92,3526,1077.00,94.73
g2_qz_jastrow,NH2,avtz,24,N/A,28.92,638,257.00,40.39
g2_qz_jastrow,NH3,avdz,3,N/A,41.53,155,144.10,13.93
g2_qz_jastrow,NH3,avqz,951,47.63,41.53,3687,2052.00,60.94
g2_qz_jastrow,NH3,avtz,84,N/A,41.53,734,501.00,27.86
g2_qz_jastrow,NO,avdz,2,N/A,127.44,165,143.90,30.34
g2_qz_jastrow,NO,avqz,125,58.67,127.44,3182,1200.00,147.00
g2_qz_jastrow,NO,avtz,26,N/A,127.44,683,304.00,66.39
g2_qz_jastrow,Na,avdz,6,N/A,92.64,48,42.67,25.45
g2_qz_jastrow,Na,avqz,63,50.90,92.64,934,329.00,78.43
g2_qz_jastrow,Na,avtz,7,N/A,92.64,199,85.00,39.27
g2_qz_jastrow,Na2,avdz,6,N/A,420.34,209,194.80,27.17
g2_qz_jastrow,Na2,avqz,783,131.00,420.34,8089,5679.00,554.81
g2_qz_jastrow,Na2,avtz,96,N/A,420.34,1128,761.00,189.13
g2_qz_jastrow,NaCl,avdz,8,N/A,291.05,198,184.40,20.19
g2_qz_jastrow,NaCl,avqz,342,121.62,291.05,3177,1721.00,163.67
g2_qz_jastrow,NaCl,avtz,37,N/A,291.05,747,498.00,89.80
g2_qz_jastrow,O,avdz,2,N/A,16.27,33,31.83,23.52
g2_qz_jastrow,O,avqz,9,25.80,16.27,152,51.00,30.97
g2_qz_jastrow,O,avtz,4,N/A,16.27,72,42.70,26.89
g2_qz_jastrow,O2,avdz,12,N/A,178.15,90,79.80,26.75
g2_qz_jastrow,O2,avqz,318,37.99,178.15,4487,991.00,185.50
g2_qz_jastrow,O2,avtz,41,N/A,178.15,376,199.00,45.41
g2_qz_jastrow,O2S,avdz,7,N/A,394.28,515,484.00,23.18
g2_qz_jastrow,O2S,avqz,589,112.47,394.28,4943,2658.00,465.50
g2_qz_jastrow,O2S,avtz,99,N/A,394.28,2548,1872.00,155.73
g2_qz_jastrow,OCl,avdz,3,N/A,175.40,201,170.40,33.10
g2_qz_jastrow,OCl,avqz,123,71.72,175.40,2703,887.00,219.72
g2_qz_jastrow,OCl,avtz,28,N/A,175.40,715,343.00,86.47
g2_qz_jastrow,OS,avdz,3,N/A,148.26,192,170.80,30.85
g2_qz_jastrow,OS,avqz,148,65.30,148.26,2721,889.00,183.01
g2_qz_jastrow,OS,avtz,25,N/A,148.26,723,343.00,76.52
g2_qz_jastrow,P,avdz,1,N/A,5.17,42,40.93,23.17
g2_qz_jastrow,P,avqz,11,21.42,5.17,207,125.00,29.57
g2_qz_jastrow,P,avtz,4,N/A,5.17,79,61.40,25.77
g2_qz_jastrow,P2,avdz,2,N/A,29.06,212,206.72,15.35
g2_qz_jastrow,P2,avqz,134,49.49,29.06,1089,647.00,50.46
g2_qz_jastrow,P2,avtz,19,N/A,29.06,456,363.00,21.96
g2_qz_jastrow,PH2,avdz,2,N/A,15.60,136,120.80,24.94
g2_qz_jastrow,PH2,avqz,184,40.69,15.60,3597,1078.00,89.63
g2_qz_jastrow,PH2,avtz,23,N/A,15.60,679,291.00,39.84
g2_qz_jastrow,PH3,avdz,4,N/A,20.27,207,198.95,13.56
g2_qz_jastrow,PH3,avqz,676,48.59,20.27,3800,2137.00,60.63
g2_qz_jastrow,PH3,avtz,85,N/A,20.27,799,562.00,22.63
g2_qz_jastrow,S,avdz,1,N/A,9.24,42,40.70,24.28
g2_qz_jastrow,S,avqz,9,23.45,9.24,169,58.00,31.07
g2_qz_jastrow,S,avtz,3,N/A,9.24,82,58.30,25.64
g2_qz_jastrow,S2,avdz,2,N/A,45.79,211,189.10,31.45
g2_qz_jastrow,S2,avqz,137,54.78,45.79,3323,1255.00,172.41
g2_qz_jastrow,S2,avtz,21,N/A,45.79,756,386.00,71.14
g2_qz_jastrow,Si,avdz,1,N/A,2.65,41,40.00,23.15
g2_qz_jastrow,Si,avqz,8,23.11,2.65,202,119.00,29.45
g2_qz_jastrow,Si,avtz,4,N/A,2.65,75,57.70,24.64
g2_qz_jastrow,Si2,avdz,11,N/A,20.14,221,200.10,27.24
g2_qz_jastrow,Si2,avqz,413,38.15,20.14,4013,1040.00,186.04
g2_qz_jastrow,Si2,avtz,52,N/A,20.14,743,367.00,49.65
g2_qz_jastrow,Si2H6,avdz,39,N/A,65.37,1456,1328.00,34.93
g2_qz_jastrow,Si2H6,avqz,16282,107.21,65.37,72580,43180.00,825.99
g2_qz_jastrow,Si2H6,avtz,1355,N/A,65.37,10354,6454.00,316.55
g2_qz_jastrow,SiH2,avdz,4,N/A,8.58,119,115.46,12.91
g2_qz_jastrow,SiH2,avqz,223,44.30,8.58,1327,717.00,49.43
g2_qz_jastrow,SiH2,avtz,27,N/A,8.58,370,274.00,17.58
g2_qz_jastrow,SiH2_triplet,avdz,4,N/A,8.84,205,184.80,24.94
g2_qz_jastrow,SiH2_triplet,avqz,219,37.91,8.84,4201,1435.00,84.16
g2_qz_jastrow,SiH2_triplet,avtz,25,N/A,8.84,1068,478.00,37.88
g2_qz_jastrow,SiH3,avdz,4,N/A,13.86,225,191.70,27.20
g2_qz_jastrow,SiH3,avqz,959,53.23,13.86,9375,2775.00,235.98
g2_qz_jastrow,SiH3,avtz,86,N/A,13.86,1569,607.00,69.07
g2_qz_jastrow,SiH4,avdz,6,N/A,19.13,303,286.70,15.15
g2_qz_jastrow,SiH4,avqz,2025,50.92,19.13,11637,8200.00,84.60
g2_qz_jastrow,SiH4,avtz,175,N/A,19.13,1440,940.00,37.75
g2_qz_jastrow,SiO,avdz,2,N/A,104.21,193,187.77,14.44
g2_qz_jastrow,SiO,avqz,110,60.10,104.21,1058,621.00,44.96
g2_qz_jastrow,SiO,avtz,20,N/A,104.21,412,320.00,22.05
g2_stable_hf,C2H2,avdz,9,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,C2H2,avqz,1178,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,C2H2,avtz,104,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,FCl,avdz,9,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,FCl,avqz,182,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,FCl,avtz,27,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,H2O2,avdz,13,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,H2O2,avqz,2038,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,H2O2,avtz,180,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,HOCl,avdz,8,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,HOCl,avqz,545,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,HOCl,avtz,59,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,NaCl,avdz,13,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,NaCl,avqz,573,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,O2,avdz,12,36.62,154.16,163,141.60,29.14
g2_stable_hf,O2,avqz,318,37.99,178.15,4487,991.00,185.50
g2_stable_hf,O2,avtz,41,45.75,164.45,705,349.00,47.09
g2_stable_hf,P2,avdz,9,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,P2,avqz,175,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,P2,avtz,24,N/A,N/A,N/A,N/A,N/A
g2_stable_hf,Si2,avdz,11,29.09,16.35,175,158.40,27.88
g2_stable_hf,Si2,avqz,413,38.15,20.14,4013,1040.00,186.04
g2_stable_hf,Si2,avtz,52,32.08,17.13,614,316.00,50.99
g2_standard,Al,avdz,6,12.13,3.25,47,47,14.08
g2_standard,Al,avtz,4,12.84,4.56,56,56,15.17
g2_standard,AlCl3,avdz,20,144.08,523.10,1248,1248,45.90
g2_standard,AlCl3,avtz,321,171.62,601.70,5272,5272,886.49
g2_standard,AlF3,avdz,20,167.02,2200.93,1359,1359,98.24
g2_standard,AlF3,avtz,326,219.59,1471.58,8492,8492,884.53
g2_standard,B,avdz,6,19.17,5.06,38,38,14.04
g2_standard,B,avtz,4,12.96,5.05,43,43,15.25
g2_standard,BCl3,avdz,20,137.98,453.06,1211,1211,49.41
g2_standard,BCl3,avtz,317,162.62,500.80,5072,5072,398.95
g2_standard,BF3,avdz,20,154.52,1004.10,1020,1020,40.16
g2_standard,BF3,avtz,316,166.34,1087.75,4705,4705,380.09
g2_standard,Be,avdz,6,17.07,2.85,33,33,2.01
g2_standard,Be,avqz,11,17.89,1.24,82,55.90,16.39
g2_standard,Be,avtz,5,9.80,2.48,21,21,2.01
g2_standard,BeH,avdz,2,18.62,7.92,116,116,13.85
g2_standard,BeH,avqz,58,27.58,2.04,1038,509.00,54.32
g2_standard,BeH,avtz,10,17.71,5.34,243,243,29.04
g2_standard,C,avdz,1,22.02,9.40,36,36,13.87
g2_standard,C,avqz,8,16.36,4.19,180,103.00,27.61
g2_standard,C,avtz,4,14.46,9.36,41,41,15.78
g2_standard,C2Cl4,avdz,90,256.08,1487.64,4098,4098,665.04
g2_standard,C2Cl4,avtz,1617,314.27,1444.14,20068,20068,2848.50
g2_standard,C2F4,avdz,89,250.45,2476.96,3601,3601,665.98
g2_standard,C2F4,avtz,1633,310.22,2775.00,18948,18948,2944.74
g2_standard,C2H,avdz,4,41.89,97.60,275,275,26.47
g2_standard,C2H,avtz,55,48.57,92.36,2418,2418,107.47
g2_standard,C2H2,avdz,5,47.49,116.89,379,379,6.65
g2_standard,C2H2,avqz,654,59.91,58.89,5339,2696.00,103.00
g2_standard,C2H2,avtz,92,55.26,111.39,1440,1440,42.11
g2_standard,C2H2O,avdz,17,89.34,475.71,862,862,19.94
g2_standard,C2H2O,avtz,328,106.75,471.61,4624,4624,188.03
g2_standard,C2H2O2,avdz,37,135.69,924.08,1885,1885,74.51
g2_standard,C2H2O2,avtz,816,165.91,1188.84,11220,11220,674.38
g2_standard,C2H3,avdz,9,60.72,117.57,687,687,40.93
g2_standard,C2H3,avtz,184,63.04,114.40,5523,5523,253.14
g2_standard,C2H3Cl,avdz,23,107.92,384.00,1216,1216,30.71
g2_standard,C2H3Cl,avtz,494,135.50,399.50,7532,7532,328.27
g2_standard,C2H3F,avdz,23,105.59,646.69,1132,1132,32.21
g2_standard,C2H3F,avtz,505,131.43,605.33,7271,7271,338.80
g2_standard,C2H3O,avdz,33,97.67,506.74,1553,1553,122.10
g2_standard,C2H3O,avtz,873,117.74,509.86,15841,15841,1194.44
g2_standard,C2H3OCl,avdz,74,173.53,1347.86,2621,2621,101.51
g2_standard,C2H3OCl,avtz,1926,200.16,1108.46,17285,17285,1037.54
g2_standard,C2H3OF,avdz,75,163.02,1362.04,2452,2452,106.97
g2_standard,C2H3OF,avtz,1942,200.70,1414.05,17056,17056,1015.18
g2_standard,C2H4,avdz,13,58.20,136.52,728,728,10.07
g2_standard,C2H4,avqz,3684,77.59,79.40,22257,11517.00,274.90
g2_standard,C2H4,avtz,332,70.69,136.19,4465,4465,91.49
g2_standard,C2H4O,avdz,48,107.43,548.97,1613,1613,41.94
g2_standard,C2H4O,avtz,1335,132.84,546.86,18183,18183,403.80
g2_standard,C2H4O2,avdz,99,157.13,1260.98,2977,2977,191.72
g2_standard,C2H4O2,avtz,2752,195.73,1100.71,21881,21881,1136.53
g2_standard,C2H4O2_methyl_formate,avdz,100,156.43,1044.25,2976,2976,196.80
g2_standard,C2H4O2_methyl_formate,avtz,2729,194.89,1122.52,26560,26560,1157.55
g2_standard,C2H4O_oxirane,avdz,48,106.62,537.67,1615,1615,39.57
g2_standard,C2H4O_oxirane,avtz,1349,131.96,548.95,11844,11844,399.39
g2_standard,C2H4S,avdz,50,112.33,379.23,1720,1720,41.47
g2_standard,C2H4S,avtz,1330,184.16,374.82,12402,12402,386.76
g2_standard,C2H5,avdz,29,72.46,147.23,1271,1271,69.31
g2_standard,C2H5,avtz,899,79.82,149.67,13486,13486,784.41
g2_standard,C2H5Cl,avdz,64,128.51,583.68,2259,2259,63.41
g2_standard,C2H5Cl,avtz,1939,155.92,457.10,17324,17324,655.90
g2_standard,C2H5O,avdz,67,121.02,625.47,2886,2886,363.72
g2_standard,C2H5O,avtz,1988,142.68,684.61,29477,29477,2919.00
g2_standard,C2H6,avdz,41,69.65,169.64,1363,1363,22.46
g2_standard,C2H6,avqz,11313,94.57,107.16,54233,29933.00,1233.09
g2_standard,C2H6,avtz,1364,89.39,172.52,11935,11935,236.68
g2_standard,C2H6O,avdz,89,122.91,600.38,2607,2607,132.56
g2_standard,C2H6O,avtz,2813,156.42,636.03,15198,15198,1217.48
g2_standard,C2H6OS,avdz,171,200.70,1228.01,4731,4731,405.18
g2_standard,C2H6OS,avtz,5315,247.88,1281.22,39308,39308,2195.85
g2_standard,C2H6O_dimethyl_ether,avdz,89,123.86,603.59,2591,2591,137.13
g2_standard,C2H6O_dimethyl_ether,avtz,2871,157.39,631.59,20591,20591,815.67
g2_standard,C2H6S,avdz,91,130.01,441.65,2805,2805,123.42
g2_standard,C2H6S,avtz,2788,188.16,437.35,21575,21575,801.69
g2_standard,C2H6S_dimethyl_thioether,avdz,91,133.28,418.07,2776,2776,126.68
g2_standard,C2H6S_dimethyl_thioether,avtz,2828,162.63,438.97,21424,21424,809.08
g2_standard,C2N2,avdz,17,100.08,455.74,1029,1029,33.92
g2_standard,C2N2,avtz,279,117.43,458.88,4706,4706,233.39
g2_standard,C2NF3,avdz,135,247.28,2475.08,3696,3696,542.18
g2_standard,C2NF3,avtz,2704,308.42,2716.61,21688,21688,2625.22
g2_standard,C2NH3,avdz,33,92.39,415.12,1214,1214,22.85
g2_standard,C2NH3,avtz,870,113.42,404.87,8057,8057,245.51
g2_standard,C2NH5,avdz,65,111.51,452.11,2281,2281,50.49
g2_standard,C2NH5,avtz,1916,139.72,599.76,16806,16806,506.68
g2_standard,C2NH5O,avdz,127,172.18,1190.42,3774,3774,282.01
g2_standard,C2NH5O,avtz,3749,215.44,1494.80,28793,28793,1459.00
g2_standard,C2NH7,avdz,116,132.34,526.08,3254,3254,164.73
g2_standard,C2NH7,avtz,3876,163.23,552.50,28334,28334,924.79
g2_standard,C2NH7_ethyl_amine,avdz,118,129.10,529.11,3158,3158,178.05
g2_standard,C2NH7_ethyl_amine,avtz,3921,164.04,554.46,28604,28604,929.00
g2_standard,C3H4,avdz,48,87.10,265.64,1657,1657,29.45
g2_standard,C3H4,avtz,1364,109.30,272.81,11821,11821,306.29
g2_standard,C3H4_cyclopropene,avdz,48,85.88,264.41,1640,1640,30.82
g2_standard,C3H4_cyclopropene,avtz,1319,144.39,271.78,11388,11388,304.66
g2_standard,C3H4_propyne,avdz,47,86.81,316.75,1648,1648,33.16
g2_standard,C3H4_propyne,avtz,1319,106.16,265.38,12077,12077,316.04
g2_standard,C3H6,avdz,90,102.30,309.52,2561,2561,105.22
g2_standard,C3H6,avtz,2788,134.72,327.67,20546,20546,535.31
g2_standard,C3H6O,avdz,178,163.37,894.47,4683,4683,262.99
g2_standard,C3H6O,avtz,5274,208.69,996.57,37742,37742,1579.79
g2_standard,C3H6_cyclopropane,avdz,91,101.89,306.63,2601,2601,101.02
g2_standard,C3H6_cyclopropane,avtz,2821,131.17,328.49,20672,20672,549.27
g2_standard,C3H7,avdz,122,120.35,318.50,4758,4758,591.49
g2_standard,C3H7,avtz,3993,142.72,343.97,25230,25230,N/A
g2_standard,C3H7Cl,avdz,217,186.78,760.18,5698,5698,383.57
g2_standard,C3H7Cl,avtz,6885,236.36,814.23,36998,36998,3044.90
g2_standard,C3H8,avdz,155,120.16,370.69,4139,4139,445.05
g2_standard,C3H8,avtz,5378,155.70,393.35,37717,37717,1115.52
g2_standard,C3H8O,avdz,267,223.95,990.77,6787,6787,530.34
g2_standard,C3H8O,avtz,8697,242.24,1127.53,50019,50019,4774.84
g2_standard,C3H8O_isopropyl_alcohol,avdz,264,194.86,989.30,6790,6790,517.16
g2_standard,C3H8O_isopropyl_alcohol,avtz,8594,242.65,1408.19,49801,49801,4483.04
g2_standard,C3NH3,avdz,50,129.73,620.84,2464,2464,80.99
g2_standard,C3NH3,avtz,1139,158.71,627.69,15378,15378,647.41
g2_standard,C3NH9,avdz,349,205.12,1081.94,8689,8689,498.60
g2_standard,C3NH9,avtz,11638,256.14,974.38,63451,63451,4754.15
g2_standard,C4H10,avdz,422,182.07,672.32,10672,10672,660.92
g2_standard,C4H10,avtz,14675,244.79,756.64,84256,84256,6283.52
g2_standard,C4H10_isobutane,avdz,423,184.50,766.92,10691,10691,674.38
g2_standard,C4H10_isobutane,avtz,14421,247.55,756.46,N/A,N/A,N/A
g2_standard,C4H4O,avdz,134,198.12,1261.34,4994,4994,390.51
g2_standard,C4H4O,avtz,3167,242.67,1203.25,33868,33868,2014.03
g2_standard,C4H4S,avdz,130,198.14,885.29,5191,5191,438.57
g2_standard,C4H4S,avtz,3197,251.34,947.62,34956,34956,2006.37
g2_standard,C4H6,avdz,175,143.23,516.19,4520,4520,239.76
g2_standard,C4H6,avtz,5290,189.96,567.50,37687,37687,1360.32
g2_standard,C4H6_1_3_butadiene,avdz,115,142.59,502.10,4469,4469,247.44
g2_standard,C4H6_1_3_butadiene,avtz,3208,179.80,540.83,33901,33901,1356.63
g2_standard,C4H6_2_butyne,avdz,175,144.46,633.89,4722,4722,240.30
g2_standard,C4H6_2_butyne,avtz,5425,180.07,537.69,38757,38757,1352.02
g2_standard,C4H6_bicyclo_1_1_0_butane,avdz,173,143.32,515.08,4571,4571,243.47
g2_standard,C4H6_bicyclo_1_1_0_butane,avtz,5407,190.64,568.54,37671,37671,1367.41
g2_standard,C4H6_methylene_cyclopropane,avdz,180,144.17,509.33,4608,4608,274.11
g2_standard,C4H6_methylene_cyclopropane,avtz,5424,185.51,552.61,37907,37907,1349.87
g2_standard,C4H8,avdz,282,161.14,591.10,6851,6851,389.55
g2_standard,C4H8,avtz,9104,211.03,641.09,N/A,N/A,N/A
g2_standard,C4H8_isobutene,avdz,277,162.59,579.23,6743,6743,375.01
g2_standard,C4H8_isobutene,avtz,9181,217.20,637.76,47861,47861,3589.04
g2_standard,C4H9,avdz,357,176.21,605.21,12781,12781,2055.66
g2_standard,C4H9,avtz,11865,226.64,693.85,N/A,N/A,N/A
g2_standard,C4NH5,avdz,168,203.29,1007.97,6131,6131,424.51
g2_standard,C4NH5,avtz,4188,254.33,1094.84,39529,39529,3764.61
g2_standard,C5H8,avdz,462,214.12,885.90,15613,15613,725.22
g2_standard,C5H8,avtz,14538,284.08,1011.57,N/A,N/A,N/A
g2_standard,C5NH5,avdz,276,249.97,1394.56,10284,10284,972.26
g2_standard,C5NH5,avtz,7432,322.41,1536.70,53220,53220,6452.41
g2_standard,C6H6,avdz,342,244.26,1104.80,12173,12173,1068.07
g2_standard,C6H6,avtz,8885,319.01,1255.70,68598,68598,8704.37
g2_standard,CCl4,avdz,64,201.60,1097.27,3572,3572,163.46
g2_standard,CCl4,avtz,1237,241.30,1045.58,13727,13727,1666.44
g2_standard,CF4,avdz,63,199.69,1863.37,2147,2147,154.88
g2_standard,CF4,avtz,1240,245.21,2120.92,12403,12403,1584.66
g2_standard,CH,avdz,1,21.89,23.98,91,91,14.57
g2_standard,CH,avqz,61,30.05,10.98,1030,318.00,72.78
g2_standard,CH,avtz,8,23.45,23.24,238,238,31.13
g2_standard,CH2,avdz,2,25.83,34.01,132,132,15.59
g2_standard,CH2,avqz,219,42.64,15.48,4426,1508.00,115.87
g2_standard,CH2,avtz,23,28.69,29.91,666,666,36.93
g2_standard,CH2Cl2,avdz,24,119.36,417.54,1029,1029,31.79
g2_standard,CH2Cl2,avtz,523,138.72,436.74,5357,5357,327.25
g2_standard,CH2F2,avdz,23,115.09,969.20,866,866,26.42
g2_standard,CH2F2,avtz,528,137.81,871.30,5000,5000,288.31
g2_standard,CH2O,avdz,5,63.66,331.28,357,357,7.24
g2_standard,CH2O,avqz,999,84.28,146.92,5605,2869.00,141.47
g2_standard,CH2O,avtz,102,73.51,290.03,1463,1463,53.43
g2_standard,CH2O2,avdz,16,101.58,644.72,857,857,27.31
g2_standard,CH2O2,avtz,307,129.27,665.28,4626,4626,219.05
g2_standard,CH2_singlet,avdz,2,25.57,37.66,124,124,3.02
g2_standard,CH2_singlet,avqz,218,33.60,14.66,1541,867.00,32.92
g2_standard,CH2_singlet,avtz,22,28.00,31.26,380,380,11.76
g2_standard,CH3,avdz,3,29.94,47.37,210,210,17.53
g2_standard,CH3,avqz,585,40.57,19.87,10769,3449.00,148.58
g2_standard,CH3,avtz,53,34.97,41.08,1501,1501,59.69
g2_standard,CH3Cl,avdz,12,77.11,322.39,566,566,13.32
g2_standard,CH3Cl,avqz,2573,100.20,178.91,17792,12212.00,267.64
g2_standard,CH3Cl,avtz,312,90.41,224.33,2833,2833,100.42
g2_standard,CH3O,avdz,12,99.19,310.76,668,668,47.56
g2_standard,CH3O,avtz,302,82.00,306.53,8741,8741,362.64
g2_standard,CH3O_methylene_hydroxide,avdz,11,77.26,310.96,639,639,50.62
g2_standard,CH3O_methylene_hydroxide,avtz,306,82.78,310.72,7374,7374,357.29
g2_standard,CH3S,avdz,13,72.29,180.83,727,727,48.29
g2_standard,CH3S,avtz,317,85.06,179.53,5132,5132,385.49
g2_standard,CH4,avdz,6,34.16,73.30,273,273,4.41
g2_standard,CH4,avqz,2001,49.45,27.83,9319,5359.00,75.50
g2_standard,CH4,avtz,169,40.45,54.12,1593,1593,28.45
g2_standard,CH4O,avdz,18,75.73,335.86,726,726,14.47
g2_standard,CH4O,avqz,4601,116.47,221.63,25660,15940.00,418.59
g2_standard,CH4O,avtz,543,91.39,344.45,4900,4900,142.56
g2_standard,CH4S,avdz,19,79.47,206.61,782,782,14.73
g2_standard,CH4S,avqz,5989,105.66,145.16,35163,24123.00,424.86
g2_standard,CH4S,avtz,533,95.42,207.06,5149,5149,137.09
g2_standard,CHCl3,avdz,41,214.68,688.17,1569,1569,76.57
g2_standard,CHCl3,avtz,855,192.43,735.04,8680,8680,859.69
g2_standard,CHF3,avdz,40,182.32,1418.76,1359,1359,63.81
g2_standard,CHF3,avtz,857,194.90,1541.34,12780,12780,808.45
g2_standard,CHO,avdz,4,57.31,272.95,280,280,24.55
g2_standard,CHO,avqz,341,76.22,128.10,7075,1975.00,501.23
g2_standard,CHO,avtz,52,64.32,266.77,2025,2025,113.68
g2_standard,CN,avdz,3,46.30,129.01,193,171.30,19.71
g2_standard,CN,avqz,117,78.97,68.72,3023,1217.00,136.95
g2_standard,CN,avtz,21,45.69,119.98,690,690,54.55
g2_standard,CNH,avdz,4,53.63,214.78,260,260,5.26
g2_standard,CNH,avqz,418,72.68,93.56,2607,1392.00,117.34
g2_standard,CNH,avtz,47,61.48,197.43,792,792,19.86
g2_standard,CNH3O2,avdz,82,164.40,1501.23,2520,2520,126.14
g2_standard,CNH3O2,avtz,1942,197.68,1421.54,16940,16940,1066.90
g2_standard,CNH3O2_methyl_nitrite,avdz,83,161.13,1363.88,2515,2515,110.77
g2_standard,CNH3O2_methyl_nitrite,avtz,1934,198.76,1416.10,17082,17082,1060.80
g2_standard,CNH5,avdz,28,77.91,278.20,1019,1019,19.35
g2_standard,CNH5,avtz,863,127.84,283.80,7823,7823,204.94
g2_standard,CO,avdz,3,44.17,180.15,162,162,4.14
g2_standard,CO,avqz,111,54.67,99.35,1031,598.00,41.15
g2_standard,CO,avtz,22,49.59,166.84,391,391,15.78
g2_standard,CO2,avdz,6,77.98,427.95,495,495,11.07
g2_standard,CO2,avqz,666,97.38,273.00,6226,4089.00,306.43
g2_standard,CO2,avtz,95,90.29,423.67,1547,1547,78.10
g2_standard,COF2,avdz,19,142.39,1266.46,1014,1014,40.04
g2_standard,COF2,avtz,319,167.80,1299.01,4802,4802,399.22
g2_standard,COS,avdz,7,88.25,457.55,547,547,13.62
g2_standard,COS,avtz,95,100.84,467.83,1627,1627,91.14
g2_standard,CS,avdz,2,61.48,96.28,193,193,4.10
g2_standard,CS,avqz,109,56.09,61.97,1074,625.00,48.28
g2_standard,CS,avtz,30,53.84,95.17,434,434,15.17
g2_standard,CS2,avdz,6,83.05,224.09,561,561,11.55
g2_standard,CS2,avtz,88,97.64,221.50,1716,1716,92.85
g2_standard,Cl,avdz,1,24.30,26.90,50,50,14.63
g2_standard,Cl,avqz,9,32.68,12.91,169,59.00,31.24
g2_standard,Cl,avtz,4,29.54,27.18,55,55,17.66
g2_standard,Cl2,avdz,2,57.44,109.49,202,202,5.18
g2_standard,Cl2,avqz,95,60.96,85.60,1570,1049.00,70.80
g2_standard,Cl2,avtz,21,86.16,114.71,440,440,17.76
g2_standard,F,avdz,1,23.81,53.23,35,35,14.65
g2_standard,F,avqz,8,24.14,31.01,160,52.00,29.81
g2_standard,F,avtz,4,25.25,57.08,43,43,17.21
g2_standard,F2,avdz,2,56.10,248.70,154,154,5.98
g2_standard,F2,avqz,89,57.17,180.12,986,559.00,73.01
g2_standard,F2,avtz,22,61.67,264.29,378,378,17.07
g2_standard,F3Cl,avdz,28,155.53,1276.99,1065,1065,76.14
g2_standard,F3Cl,avtz,280,192.04,1367.55,4929,4929,650.32
g2_standard,FCl,avdz,2,62.70,343.26,176,176,5.48
g2_standard,FCl,avqz,111,71.52,188.54,1080,637.00,69.76
g2_standard,FCl,avtz,20,69.87,272.26,417,417,16.46
g2_standard,H,avdz,1,N/A,N/A,N/A,N/A,N/A
g2_standard,H,avqz,7,N/A,N/A,N/A,N/A,N/A
g2_standard,H,avtz,6,N/A,N/A,N/A,N/A,N/A
g2_standard,H2,avdz,2,6.40,2.31,9,9,1.98
g2_standard,H2,avtz,8,7.35,4.21,17,17,3.53
g2_standard,H2O,avdz,2,34.19,110.27,102,102,3.03
g2_standard,H2O,avqz,213,45.01,56.05,1304,709.00,36.95
